OBJECTID,PostalCode,TotalVaccinated,VaccinatedAge75Up,VaccinatedAge65To74,VaccinatedAge55To64,VaccinatedAge45To54,VaccinatedAge35To44,VaccinatedAge25To34,VaccinatedAge15To24,VaccinatedAge0To14,StartDate,CreateDate
4204,85040,17855,871,1591,2511,2718,2938,3315,2747,1164,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4205,85044,26670,2518,3833,4483,3853,3886,3852,2898,1347,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4206,85023,19332,1815,2514,3000,2712,3111,2964,2171,1045,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4207,85053,14631,1278,2019,2344,2168,2104,2264,1809,645,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4208,85353,22597,831,1564,2862,3578,4199,3832,3927,1804,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4209,85207,28711,3812,5402,5861,4137,2869,2530,2828,1272,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4210,85031,17100,731,1363,2306,2756,2589,2618,3344,1393,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4211,85286,31633,1386,2669,4301,6123,5878,4023,4600,2653,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4212,85043,19106,546,1264,2387,3231,3364,3364,3458,1492,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4213,85233,23663,1617,2879,4020,3599,3689,3713,2823,1323,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4214,85303,18195,832,1763,2682,3076,2774,2778,3130,1160,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4215,85383,41047,3755,6572,6855,7109,6147,3404,4821,2384,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4216,85339,27600,1182,2338,3763,4774,4885,4035,4394,2229,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4217,85295,28021,1212,2099,3610,5371,5231,4134,4383,1981,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4218,85302,21319,2262,2876,3365,3144,2873,3161,2763,875,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4219,85212,26604,1702,3172,3907,4468,4690,3439,3584,1642,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4220,85226,28134,1671,3063,4752,4189,4522,4768,3516,1653,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4221,85392,21480,1242,2359,3216,3514,3236,3238,3377,1298,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4222,85296,27772,1719,2507,4101,4755,5062,3916,3894,1818,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4223,85016,25423,2169,2974,3641,3497,4254,5587,2405,896,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4224,85021,22270,2261,2620,3345,3248,3621,3160,2782,1233,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4225,85379,24319,1671,2908,3339,4475,3954,2887,3650,1435,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4226,85015,21620,1241,2065,3134,3304,3750,3953,2908,1265,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4227,85051,22798,1576,2240,3487,3712,3571,3578,3350,1284,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4228,85017,19645,768,1386,2541,3296,2995,3060,4219,1380,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4229,85029,23620,2114,2696,3821,3504,3596,3618,3103,1168,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4230,85042,26415,1510,2909,4164,4269,4097,4305,3616,1545,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4231,85027,20270,1345,2425,3147,2913,3649,3898,2024,869,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4232,85202,21903,1687,2570,3001,3012,3523,4436,2681,993,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4233,85210,20559,1068,2104,3006,3025,3388,4071,2925,972,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4234,85323,23554,1001,1983,3268,3816,3963,3868,3885,1770,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4235,85022,28757,2926,4397,4894,3867,4095,4463,2898,1217,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4236,85224,29480,2299,3602,4637,4339,4844,5116,3266,1377,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4237,85283,28235,2237,3388,3753,3737,4607,5595,3493,1425,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4238,85251,26729,3222,3279,3837,3293,3878,6114,2452,654,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4239,85234,28774,2139,3398,4769,4594,4406,3845,4001,1622,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4240,85338,35496,2524,5189,5691,5646,5404,4423,4624,1995,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4241,85201,26721,2096,2672,3714,3791,4146,5117,3953,1232,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4242,85037,27395,1042,2098,3613,4675,4421,4624,4961,1961,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4243,85035,26134,953,1816,3261,4301,4132,4536,5100,2035,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4244,85041,36028,1775,3172,5138,5723,6100,5710,5697,2713,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4245,85308,39093,3787,5908,6781,5582,5021,6046,4434,1534,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4246,85345,31512,2798,4376,5484,4603,4490,4485,3922,1354,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4247,85033,30075,1173,2057,3996,4942,4610,4933,5956,2408,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4248,85009,26925,1190,2184,3810,4408,4141,4254,4817,2121,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4249,85008,31795,1160,2315,4260,5016,5599,7099,4687,1659,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4250,85204,32098,2191,3553,4662,4678,5074,5249,4924,1767,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4251,85032,39898,3410,5051,6282,5900,6641,6292,4381,1941,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4252,85326,34650,2217,4139,4890,5613,5649,5204,4935,2003,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4253,85301,30088,1737,2788,4454,4797,4649,4675,5028,1960,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4254,85282,32074,3123,3199,3893,3536,4671,7646,4786,1220,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4255,85225,42050,2489,4453,6556,6723,6911,7087,5570,2261,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4256,85281,37419,1115,1945,2870,2949,4295,11890,11576,779,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4257,85248,29639,8027,6156,4116,3444,2628,1735,2239,1294,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4258,85190,,,,,,,,,,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4259,85333,,,,,,,,,,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4260,85139,4,0,,0,0,,,0,0,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4261,85343,129,22,18,15,23,22,12,15,,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4262,85377,2917,911,983,556,165,81,111,89,21,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4263,85263,3370,1128,1324,705,81,37,42,42,11,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4264,85322,314,42,52,62,37,37,41,29,14,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4265,85320,1080,74,72,109,116,194,363,133,19,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4266,85264,970,52,115,161,114,156,126,146,100,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4267,85342,657,140,177,105,77,51,41,45,21,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4268,85375,24248,12525,8182,2526,436,220,185,145,29,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4269,85351,23931,10974,8414,3312,570,274,241,125,21,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4270,85337,1420,126,217,220,199,197,197,179,85,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4271,85262,11400,2219,3637,2820,1126,447,479,522,150,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4272,85266,9661,2445,2612,1932,1035,390,356,654,237,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4273,85363,3873,511,486,545,536,483,445,714,153,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4274,85045,6071,366,656,1270,1172,715,515,974,403,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4275,85361,2898,329,616,595,430,284,226,313,105,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4276,85390,4872,1472,1564,839,336,209,198,191,63,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4277,85256,3791,138,294,450,447,628,691,695,448,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4278,85378,5066,970,1060,745,587,555,508,465,176,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4279,85087,4492,513,950,843,723,481,290,480,212,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4280,85373,12626,4825,3516,1638,792,704,474,471,206,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4281,85034,3380,162,380,434,461,534,785,464,160,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4282,85354,3139,233,484,575,499,389,330,459,170,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4283,85253,14030,2424,2598,2685,1842,1150,1211,1493,627,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4284,85387,10482,2679,2780,1462,1059,826,844,581,251,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4285,85012,8697,593,824,1072,1363,1835,1925,796,289,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4286,85355,6579,432,959,1147,1196,972,643,901,329,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4287,85268,17386,4253,4717,3638,1735,974,774,978,317,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4288,85215,11728,2900,2739,2127,1179,842,886,750,305,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4289,85028,14536,2076,2505,2514,2074,1993,1380,1243,751,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4290,85004,6943,313,533,761,802,1178,2104,1123,129,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4291,85003,6402,333,817,1099,960,1077,1331,575,210,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4292,85284,14636,1243,2471,2621,2120,1928,1641,1703,909,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4293,85258,20348,4592,4243,3368,2355,2005,1702,1451,632,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4294,85250,12397,2171,2183,2028,1439,1594,1739,885,358,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4295,85259,17501,2397,3363,3509,2425,1609,1464,1896,838,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4296,85083,12185,780,1481,2053,2462,1883,988,1679,859,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4297,85007,10509,563,1036,1570,1489,1647,1661,1976,567,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4298,85054,6258,548,855,932,798,961,1513,499,152,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4299,85307,5134,281,522,766,833,771,916,753,292,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4300,85331,20136,2575,4029,4281,3253,1900,1205,2000,893,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4301,85310,11498,1028,1804,2358,1788,1500,1200,1275,545,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4302,85305,9408,634,1009,1427,1528,1376,1625,1368,441,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4303,85249,32525,3761,4031,4584,6521,4276,2032,4721,2599,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4304,85255,35525,6055,6414,7016,5344,3125,2564,3530,1477,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4305,85050,22957,2519,2630,3265,3983,3900,2441,2561,1658,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4306,85085,17102,967,1777,2393,2995,3364,2583,1860,1163,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4307,85381,15671,2162,2439,2719,2068,1909,1964,1786,624,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4308,85013,15097,953,1652,2140,2231,2753,3336,1454,578,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4309,85396,19482,2290,4826,3250,2466,2341,1671,1814,824,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4310,85298,24591,2498,3382,3257,4703,4038,1619,3171,1923,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4311,85374,29034,10159,6990,3488,2338,1864,1790,1865,540,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4312,85086,22728,3086,4047,4159,3729,2441,1515,2746,1005,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4313,85208,20317,4217,3875,3070,2439,2083,1983,1935,715,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4314,85024,15851,999,1740,2466,2509,2747,2813,1720,857,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4315,85260,27490,3967,4343,4515,3992,3439,3420,2587,1227,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4316,85304,15520,1633,2509,2671,2209,2043,1858,1912,685,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4317,85014,16544,1096,1793,2340,2361,2960,3649,1712,633,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4318,85020,22468,2820,3299,3745,3278,3283,3011,2061,971,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4319,85395,24546,4571,5097,3399,3253,2858,1923,2274,1171,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4320,85388,15550,1162,2020,2210,2848,2391,1538,2424,957,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4321,85297,20151,1151,1771,2475,4035,3882,1958,3203,1676,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4322,85006,13776,577,1249,1959,2128,2496,2904,1774,689,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4323,85206,22776,5519,4461,3219,2127,2208,2772,1825,645,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4324,85019,14764,713,1175,2071,2452,2234,2250,2705,1164,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4325,85306,12646,1345,1861,2129,1786,1642,1894,1478,511,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4326,85213,20805,2698,3547,3379,2652,2715,2408,2423,983,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4327,85340,20594,1853,2578,3193,3636,2910,2202,2958,1264,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4328,85018,26728,2467,3285,4150,4148,4456,4238,2600,1384,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4329,85335,17242,1163,1916,2326,2668,2764,2685,2689,1031,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4330,85209,26837,6173,4912,3501,3149,2846,2833,2494,929,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4331,85257,19027,2330,2494,2845,2281,2683,4137,1722,535,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4332,85205,26416,5330,5838,4594,2706,2677,2534,1999,738,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4333,85254,33854,4127,5441,5815,4811,4822,3726,3274,1838,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4334,85382,26280,4977,4332,3895,3503,2981,2793,2774,1025,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4335,85048,24693,1595,3068,4891,4099,3276,2840,3375,1549,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4336,85203,18948,1513,2243,2801,2524,3039,2929,2751,1148,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4337,85040,18063,881,1599,2535,2736,2966,3347,2796,1203,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4338,85044,26842,2542,3856,4500,3867,3905,3883,2912,1377,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4339,85023,19542,1825,2531,3022,2738,3134,2993,2203,1096,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4340,85053,14758,1290,2025,2351,2180,2120,2285,1829,678,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4341,85353,22916,840,1580,2883,3610,4236,3875,3997,1895,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4342,85207,28965,3832,5432,5896,4158,2879,2562,2895,1311,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4343,85031,17395,736,1376,2332,2784,2629,2664,3409,1465,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4344,85286,31960,1396,2683,4328,6180,5929,4079,4677,2688,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4345,85043,19374,553,1272,2413,3253,3409,3413,3517,1544,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4346,85233,23823,1627,2894,4029,3612,3712,3746,2859,1344,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4347,85303,18418,842,1772,2700,3104,2797,2811,3194,1198,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4348,85383,41351,3790,6582,6902,7146,6174,3431,4871,2455,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4349,85339,28016,1191,2364,3808,4808,4941,4095,4490,2319,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4350,85295,28354,1224,2117,3640,5424,5287,4186,4442,2034,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4351,85302,21575,2277,2892,3397,3175,2912,3200,2817,905,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4352,85212,26837,1727,3178,3924,4493,4734,3465,3628,1688,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4353,85226,28434,1687,3104,4775,4212,4558,4825,3573,1700,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4354,85392,21724,1256,2369,3229,3543,3267,3281,3429,1350,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4355,85296,28034,1731,2528,4123,4793,5089,3948,3947,1875,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4356,85016,25627,2187,3003,3649,3524,4283,5624,2426,931,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4357,85021,22498,2277,2628,3355,3270,3653,3206,2827,1282,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4358,85379,24626,1701,2930,3373,4507,3983,2922,3728,1482,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4359,85015,21882,1249,2082,3158,3339,3780,4004,2957,1313,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4360,85051,23076,1584,2244,3516,3744,3618,3632,3401,1337,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4361,85017,19918,775,1397,2566,3321,3023,3088,4309,1439,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4362,85029,23866,2127,2714,3850,3526,3624,3664,3142,1219,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4363,85042,26702,1524,2927,4192,4298,4126,4359,3670,1606,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4364,85027,20476,1357,2430,3169,2935,3672,3946,2057,910,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4365,85202,22105,1699,2579,3023,3030,3537,4486,2716,1035,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4366,85210,20806,1075,2112,3024,3059,3408,4114,2990,1024,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4367,85323,23863,1012,1991,3310,3853,3995,3922,3939,1841,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4368,85022,28980,2940,4413,4910,3893,4117,4505,2933,1269,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4369,85224,29737,2316,3622,4663,4364,4890,5158,3299,1425,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4370,85283,28456,2254,3399,3772,3747,4635,5647,3522,1480,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4371,85251,26903,3244,3293,3855,3319,3907,6146,2471,668,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4372,85234,29009,2164,3417,4794,4612,4431,3874,4051,1666,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4373,85338,35795,2539,5216,5704,5688,5429,4472,4675,2072,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4374,85201,27033,2104,2694,3740,3806,4188,5180,4015,1306,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4375,85037,27751,1049,2113,3642,4710,4458,4699,5034,2046,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4376,85035,26558,960,1829,3297,4343,4161,4624,5190,2154,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4377,85041,36465,1790,3190,5165,5772,6145,5792,5810,2801,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4378,85308,39436,3817,5930,6831,5625,5052,6104,4483,1594,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4379,85345,31864,2829,4401,5505,4646,4531,4537,4000,1415,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4380,85033,30549,1180,2067,4037,4987,4664,5012,6087,2515,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4381,85009,27299,1205,2189,3841,4446,4197,4319,4900,2202,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4382,85008,32155,1169,2329,4289,5041,5661,7181,4761,1724,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4383,85204,32482,2201,3577,4685,4704,5111,5295,5034,1875,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4384,85032,40246,3437,5068,6319,5929,6706,6346,4426,2015,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4385,85326,34986,2235,4160,4915,5651,5682,5272,5006,2065,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4386,85301,30516,1754,2818,4477,4845,4699,4747,5130,2046,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4387,85282,32338,3142,3215,3904,3567,4700,7735,4818,1257,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4388,85225,42497,2506,4488,6605,6772,6969,7163,5663,2331,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4389,85281,37667,1126,1955,2878,2962,4320,11991,11625,810,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4390,85248,29826,8085,6182,4122,3461,2644,1748,2274,1310,2022/01/21 19:19:38+00,2022/01/21 19:19:38+00
4391,85190,,,,,,,,,,2022/01/26 23:50:10+00,2022/01/26 23:50:10+00
4392,85333,,,,,,,,,,2022/01/26 23:50:10+00,2022/01/26 23:50:10+00
4393,85139,4,0,,0,0,,,0,0,2022/01/26 23:50:10+00,2022/01/26 23:50:10+00
4394,85343,131,22,18,16,23,23,12,15,,2022/01/26 23:50:10+00,2022/01/26 23:50:10+00
4395,85377,2930,914,988,558,164,81,114,88,23,2022/01/26 23:50:10+00,2022/01/26 23:50:10+00
4396,85263,3378,1132,1329,704,80,37,43,42,11,2022/01/26 23:50:10+00,2022/01/26 23:50:10+00
4397,85322,316,42,52,62,37,37,41,29,16,2022/01/26 23:50:10+00,2022/01/26 23:50:10+00
4398,85320,1082,74,73,107,117,197,363,132,19,2022/01/26 23:50:10+00,2022/01/26 23:50:10+00
4399,85264,975,53,113,161,117,157,126,147,101,2022/01/26 23:50:10+00,2022/01/26 23:50:10+00
4400,85342,666,143,178,105,78,52,42,46,22,2022/01/26 23:50:10+00,2022/01/26 23:50:10+00
4401,85375,24332,12582,8194,2534,439,219,186,147,31,2022/01/26 23:50:10+00,2022/01/26 23:50:10+00
4402,85351,24003,11028,8433,3310,570,275,240,126,21,2022/01/26 23:50:10+00,2022/01/26 23:50:10+00
4403,85337,1438,126,220,222,198,203,199,182,88,2022/01/26 23:50:10+00,2022/01/26 23:50:10+00
4404,85262,11444,2235,3644,2824,1127,449,484,524,157,2022/01/26 23:50:10+00,2022/01/26 23:50:10+00
4405,85266,9708,2462,2617,1937,1039,389,357,660,247,2022/01/26 23:50:10+00,2022/01/26 23:50:10+00
4406,85363,3943,524,491,548,541,487,448,737,167,2022/01/26 23:50:10+00,2022/01/26 23:50:10+00
4407,85045,6156,368,662,1275,1184,720,521,996,430,2022/01/26 23:50:10+00,2022/01/26 23:50:10+00
4408,85361,2934,330,620,605,436,290,228,318,107,2022/01/26 23:50:10+00,2022/01/26 23:50:10+00
4409,85390,4895,1478,1575,838,336,211,200,192,65,2022/01/26 23:50:10+00,2022/01/26 23:50:10+00
4410,85256,3829,138,294,452,449,635,698,699,464,2022/01/26 23:50:10+00,2022/01/26 23:50:10+00
4411,85378,5112,979,1072,748,591,560,509,474,179,2022/01/26 23:50:10+00,2022/01/26 23:50:10+00
4412,85087,4533,517,955,847,729,491,289,483,222,2022/01/26 23:50:10+00,2022/01/26 23:50:10+00
4413,85373,12705,4852,3532,1640,797,705,483,472,224,2022/01/26 23:50:10+00,2022/01/26 23:50:10+00
4414,85034,3399,162,379,436,462,540,791,467,162,2022/01/26 23:50:10+00,2022/01/26 23:50:10+00
4415,85354,3179,234,491,583,500,391,334,471,175,2022/01/26 23:50:10+00,2022/01/26 23:50:10+00
4416,85253,14115,2434,2599,2699,1844,1154,1211,1508,666,2022/01/26 23:50:10+00,2022/01/26 23:50:10+00
4417,85387,10566,2694,2790,1472,1066,837,850,591,266,2022/01/26 23:50:10+00,2022/01/26 23:50:10+00
4418,85012,8752,596,828,1081,1371,1843,1933,801,299,2022/01/26 23:50:10+00,2022/01/26 23:50:10+00
4419,85355,6654,438,968,1152,1201,982,657,916,340,2022/01/26 23:50:10+00,2022/01/26 23:50:10+00
4420,85268,17438,4281,4720,3637,1741,975,777,982,325,2022/01/26 23:50:10+00,2022/01/26 23:50:10+00
4421,85215,11782,2912,2747,2133,1187,846,885,758,314,2022/01/26 23:50:10+00,2022/01/26 23:50:10+00
4422,85028,14633,2091,2515,2523,2082,2004,1382,1249,787,2022/01/26 23:50:10+00,2022/01/26 23:50:10+00
4423,85004,6993,314,539,765,807,1188,2117,1132,131,2022/01/26 23:50:10+00,2022/01/26 23:50:10+00
4424,85003,6447,335,826,1102,965,1081,1334,582,222,2022/01/26 23:50:10+00,2022/01/26 23:50:10+00
4425,85284,14808,1248,2490,2634,2146,1937,1647,1748,958,2022/01/26 23:50:10+00,2022/01/26 23:50:10+00
4426,85258,20447,4623,4256,3379,2360,2014,1705,1458,652,2022/01/26 23:50:10+00,2022/01/26 23:50:10+00
4427,85250,12444,2185,2177,2034,1442,1598,1746,893,369,2022/01/26 23:50:10+00,2022/01/26 23:50:10+00
